SSTR4	CXCL13
SSTR4	CXCL10
SSTR4	CXCL5
SSTR4	CNR2
SSTR4	DRD2
SSTR4	CXCL9
SSTR4	CCL20
CRP	OLR1
CRP	IGLL5
CRP	APOA1
APCS	LYZ
APCS	APOA1
ALDH3B2	GAD1
BHMT2	IL4I1
AP3B1	FGG
SYT4	SNAP25
NMUR2	CXCL11
NMUR2	ADRA2C
NMUR2	CCL1
NMUR2	S1PR5
NMUR2	CXCL13
NMUR2	CXCL10
NMUR2	CXCL5
NMUR2	ADRA1D
NMUR2	CNR2
NMUR2	DRD2
NMUR2	CXCL9
NMUR2	CCL20
PDE6A	GUCY2D
RNF17	PIWIL1
CHRM3	ADRA1D
CHI3L1	CHIT1
CHI3L1	CAMP
CHI3L1	LYZ
MYBPH	PVRL4
CCNA1	PSMA8
NTS	ADRA1D
KRAS	FGG
KRAS	BTC
IRAK2	IL1A
VHL	PSMA8
TSHB	MC4R
TSHB	GPR15
TSHB	INSL3
GSTM5	GSTA1
GSTM3	GSTA1
NOTCH2	GZMB
NOTCH2	CNTN1
TRIM45	GBP5
TRIM45	IRF4
GRP	ADRA1D
HRH4	CXCL10
HRH4	CXCL5
HRH4	CXCL11
HRH4	CNR2
HRH4	ADRA2C
HRH4	DRD2
HRH4	CCL1
HRH4	CXCL9
HRH4	CCL20
HRH4	S1PR5
HRH4	CXCL13
DOCK2	CHIT1
DOCK2	CAMP
DOCK2	LYZ
RAB33A	RAB3B
MTNR1B	CXCL11
MTNR1B	ADRA2C
MTNR1B	CCL1
MTNR1B	S1PR5
MTNR1B	CXCL13
MTNR1B	CXCL10
MTNR1B	FAT3
MTNR1B	CXCL5
MTNR1B	CNR2
MTNR1B	DRD2
MTNR1B	CXCL9
MTNR1B	CCL20
TCN1	LYZ
TCN1	CHIT1
TCN1	CAMP
SEMA6A	NTN1
APC	PSMA8
OASL	GBP5
OASL	IRF4
OASL	CXCL10
DTX1	CNTN1
DTX1	DNER
